subjects,price,rating,reviewCount,shortDescription,canWorkOnline,isVerified,location,education,experience,source
Русский язык,3500,0.0,0,"Диёра Умаровна) восемь, семьсот семьдесят семь, сто шестьдесят пять, шестьдесят один, шестьдесят девять
Опыт: 5 лет преподавания, более 1000 успешных учеников.
Что предлагаю:
✔ Разговорный русский язык – уверенное общение без страха ошибок.
✔ Грамматика и орфография – разбор сложных правил простыми словами.
✔ Подготовка к экзаменам – НИШ, ЕНТ. ",True,False,Туркестан,Международный казахско-турецкий университет имени Х.А.Ясави,более 5 лет,Buki
Казахский язык,5000,5.0,1,"Учитель высшей квалификационной категории, педагог-исследователь. Преподавательская деятельность более 30 лет. Обучаю казахскому языку всех уровней, от начального до продвинутого. Развиваю интерес к языку путем разных современных методик крайне лаконично и доступно. Помогаю школьникам при СОР и СОЧ. Слушатели без возрастных ограничений. ",True,False,Алматы,Казахский государственный женский педагогический университет,более 20 лет,Buki
Физика,4000,0.0,0,"Опыт более 12 лет. Имеется опыт групповых занятий. Индивидуальный подход к каждому ученику в зависимости от уровня подготовки и целей. Внимательность к деталям, нацеленность на результат, организованность, пунктуальность. ",True,False,Алматы,Казахский государственный женский педагогический университет,более 10 лет,Buki
Физика,3500,5.0,1,"Выпускница областной школы физ-мат Актюбинской области. Всегда интересовалась такими предметами как физика, математика и химия. В школе защитила проект по математике, и поступила в университет по специальности Ядерная физика. Опыт преподавания физики школьникам около 1,5 года ",True,False,Алматы,Национальный исследовательский ядерный университет «МИФИ»,более 1 года,Buki
Английский язык,3500,0.0,0,"Репетитор по английскому с уровнем C1 (IELTS) и годом жизни в США. Готовлю к IELTS, ЕНТ и улучшаю разговорный английский. Индивидуальный подход, эффективные материалы и реальные результаты ",True,False,Караганда,Карагандинский государственный медицинский университет,более 2 лет,Buki
Математика; Программирование; Информатика,4000,0.0,0,Преподаватель по программированию и математике. Учусь на 3-ем курсе Педагогического университета по специальности информатика-математика. Имеется стаж работы в преподавательской и репетиторской деятельности.  ,True,False,Павлодар,Павлодарский государственный педагогический институт,более 2 лет,Buki
Английский язык,3000,5.0,1,"Меня зовут Шакира. Год назад я в первый раз сдала IELTS, получила 7.0. Недавно сдала во второй раз и получила 7.5. Сначала ходила на курсы, позже поняла что могу справиться сама. Теперь хочу помочь и другим таким же ученикам. ",True,False,Уральск,Школа,более 1 года,Buki
Английский язык,5000,0.0,0,"Прожила в Англии 12 лет и являюсь носителем языка. Полностью прошла школьную программу (GCSE, Alevel). Окончила степень бакалавра права.  ",True,False,Актобе,University of Westminster ,более 2 лет,Buki
Начальная школа,3000,0.0,0,Здравствуйте! Я Кутлиярова Руфина Ильясовна работаю с детьми уже более 6 лет. Я научу вашего ребенка читать считать и писать ✍️  ,True,False,Экибастуз,Павлодарский государственный педагогический институт,более 5 лет,Buki
Английский язык,3000,0.0,0,"Английский без скуки и паники 😅
Учим грамматику, шутим и говорим свободно
Онлайн / Алматы
Школьники, студенты, взрослые ",True,False,Алматы,KAZUIR&WL,более 3 лет,Buki
Английский язык,2000,0.0,0,"Я — студентка колледжа имени Сарсена Аманжолова, будущий учитель английского языка. Уже провожу занятия с детьми, подбираю подход к каждому ученику, объясняю спокойно и понятно. ",True,False,Усть-Каменогорск,Восточно-Казахстанский государственный университет им. С.Аманжолова,более 1 года,Buki
Правоведение,2000,0.0,0,"Преподаю предмет основы права в школе и колледже. Стаж работы более 20 лет. Также имею практический опыт юриста. Готовлю учащихся к олимпиаде, к поступлению в ВУЗы и колледжи, даю дополнительные уроке по устранению пробелов  знаний в предмете. ",True,False,Костанай,Костанайский социально- технический университет имени академика З.Алдамжар,более 20 лет,Buki
Английский язык,4000,0.0,0,"Работаю онлайн и в офлайн форматах. Второе образование и работа моя - Психолог.Поэтому бережное отношение и понимание характера клиента обеспеченно! Люблю работать с людьми, БЕРЕЖНО  и интересно веду уроки для своего ученика!  ",True,False,Астана (Нур-Султан),Segi University in Malaysia,более 3 лет,Buki
Математика,4000,5.0,1,Я магистр математических наук. ,True,False,Астана (Нур-Султан),Евразийский национальный университет им. Л.Н. Гумилева,более 5 лет,Buki
Русский язык; Подготовка к школе; Казахский язык,4000,5.0,3,"Репетитор по русскому языку. Готовлю к ЕНТ, к НИШ. Подтягиваю по школьным программам. Обучаю детей и взрослых.Так же провожу занятия дистанционно. ",True,False,Алматы,Казахский национальный технический университет имени К. И. Сатпаева,более 5 лет,Buki
Английский язык,3000,5.0,1,"Репетитор для дошкольников и школьников
Имеется сертификат IELTS ",True,False,Астана (Нур-Султан),Медицинский университет Астана,менее 1 года,Buki
Английский язык; Казахский язык,5000,0.0,0,"Репетитор по английскому  и казахскому языку, преподаю всем желающим, умею находить индивидуальный подход. Опыт более 3х лет в профессиональной сфере, не учитывая время студенчества. 2 года работала в ОЦ Достык. Мой конек-  подготовка к ЕНТ, НИШ. Работаю на результат. Обожаю объяснять грамматику, делаю это с энтузиазмом, благодаря чему очень доходчиво. ",True,False,Алматы,Университет имени Сулеймана Демиреля,более 3 лет,Buki
Английский язык,2000,0.0,0,Молодой квалифицированный специалист. Опыт работы 6 лет. Преимущественно занимаюсь с дошкольниками и младшими школьниками. ,True,False,Абай,"Карагандинский колледж иностранных языков ""Лингва""",более 5 лет,Buki
История Казахстана,3000,0.0,0,Ответственная и пунктуальная ,True,False,Астана (Нур-Султан),"Университет ""Болашак""",более 5 лет,Buki
Биология,4000,0.0,0,"Работаю 31 год в гимназии, преподаю биологию ,имею опыт работы с 7 по 11 классы. ",True,False,Алматы,Актюбинский региональный государственный университет им.К.Жубанова,более 20 лет,Buki
Английский язык,3000,0.0,0,"Опыт работы преподавателем английского языка в языковой школе.
IELTS - 7.5 ",True,False,Алматы,Восточно-Казахстанский государственный университет им. С.Аманжолова,более 1 года,Buki
Математика,3000,0.0,0,"Работаю в школе, преподаю математику, информатику ",True,False,Астана (Нур-Султан),Кокшетауский государственный университет имени Ш.Уалиханова,более 20 лет,Buki
Математика,4000,5.0,1,"Окончила математический факультет КазГУ им. С.М. Кирова, имею опыт преподавания в школе, ВУЗе. ",True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
Китайский язык,4000,0.0,0,"Преподаю более 10 лет, по своей методике как для взрослых, так и для детей от 6 лет.  ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 10 лет,Buki
Русский язык,5000,0.0,0,Родился и проживаю в Астане. ,True,False,Астана (Нур-Султан),Казахстанский филиал МГУ,более 3 лет,Buki
Английский язык,3000,0.0,0,"1. Если вы не знаете Англииский язык или ваш уровень Beginner, Elementary, Pre-intermediate, Intermediate
2. Хотите научиться говорить и задавать вопросы
3. Увеличить словарный запас тогда приходите на мой курс. ",True,False,Актау,Сертификат от ITEACH.ENGLISH,более 2 лет,Buki
Английский язык,3000,0.0,0,Я преподаватель английского языка. Изучать языки это как открывать новые горизонты. Поэтому для меня это очень интересное и всепоглощающее занятие . ,True,False,Алматы,Университет имени Сулеймана Демиреля,более 5 лет,Buki
Программирование,2000,4.8,2,"Меня зовут Мухтар. Я студент 3 курса факультета ""Информационные технологии""  Таразского государственного университета. ",False,False,Тараз,Таразский государственный университет им.М.Х.Дулати,более 2 лет,Buki
Английский язык,5000,0.0,0,"Я опытный преподаватель английского языка с более чем 10-летним опытом работы со студентами разного возраста и уровня. Я преподавала в университетах и работала со студентами, помогая им улучшить языковые навыки как для учёбы, так и для личного развития. ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 10 лет,Buki
Английский язык,3000,0.0,0,"Творчески подхожу к занятиям. Объясняю теорию простыми словами. Информация преподносится в простой форме, что позволяет легко осваивать язык. ",True,False,Алматы,Карагандинский государственный университет имени академика Е.А. Букетова,более 3 лет,Buki
Английский язык,4000,0.0,0,"Окончила Киевский национальный лингвистический университет, имею диплом магистра. Обучение – это двусторонний процесс достижения хороших результатов. ",True,False,Алматы,Киевский Национальный Лингвистический Университет,более 5 лет,Buki
Английский язык,5000,0.0,0,"Здравствуйте. Меня зовут Жибек. Я сертифицированный преподаватель английского (International TEFL Certification(UK, London) со степенью бакалавра.
Моя главная задача, чтобы вы достигли своей языковой цели, это может быть разговорный английский, подготовка к международным экзамен или General English (от A1 до C2). 

 ",True,False,Алматы,Казахский национальный педагогический университет имени Абая,более 5 лет,Buki
Арабский язык,6000,0.0,0,Преподаю арабский язык и таджвид ,True,False,Алматы,Abu-nur,более 10 лет,Buki
Английский язык,2200,0.0,0,"Обучаю на английском языке с нуля. Рабочие методики, креативные материалы и полезные домашние задании. Также помогаю детям выполнить домашнее задание. ",True,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,более 2 лет,Buki
Английский язык; Турецкий язык,3000,0.0,0,Являюсь студентом турецкого вуза. 2 года живу в Турций. Владею турецким в совершенстве.  ,True,False,Актобе,DPÜ,более 3 лет,Buki
Английский язык,5000,0.0,0,"Преподаю Английский язык больше трех лет, люблю его с детства. За это время через меня прошло несколько сотен учеников; и дети, и взрослые люди и все остались довольны. Готовлю к IELTS, сам составляю программы и материалы индивидуально под каждого ученика, так что с тобой точно найдем общий язык :) 
 ",True,False,Алматы,"Университет ""Нархоз""",более 3 лет,Buki
Английский язык,3000,0.0,0,"Мне 20 лет. Обучаюсь на бакалавре в Турции, поэтому преподаю только онлайн, через Zoom. Изучаю английский непрерывно с 5 лет. Люблю Американскую культуру, классно одеваться и путешествовать :)

 ",True,False,Алматы,Anadolu University,более 1 года,Buki
Английский язык,4000,0.0,0,"Hardworking ESL teacher with 3+ years of experience and TESOL Certificate focused on
students` growth, development and academic success. ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 3 лет,Buki
Казахский язык,4000,0.0,0,"Закончила национальный университет на специальность учителя казахского с отличием, продолжила учебу в университете имени Сулеймана Демиреля и получила степень магистра. Действующий преподаватель. Свободно владею русским, поэтому обучение для начинающих тоже будет соответствовать требованиям.  ",True,False,Костанай,Университет имени Сулеймана Демиреля,более 3 лет,Buki
Математика; Казахский язык; Компьютерная грамотность,3000,0.0,0,"Помогу вашим детям получить базовое образование по математике, английскому и казахскому языку. Я буду помогать вам делать домашнее задание. ",True,False,Астана (Нур-Султан),Казахский национальный университет им.Аль-Фараби,менее 1 года,Buki
Математика; Физика; Английский язык,5000,0.0,0,"РФМШ им. Жаутикова – Алматы 2018г. Я выпускник, в эти школьные годы участвовал в олимпиадах по физике и математике, всегда готов поделиться знаниями с людьми, которые хотят сделать свое будущее светлым.
 ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 5 лет,Buki
Английский язык,5000,0.0,0,"Моя методика основана на интерактивных занятиях, индивидуальном подходе и создании вдохновляющей атмосферы для развития знаний и навыков общения на английском. Гарантирую интересные и продуктивные уроки для достижения поставленных языковых целей. ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 2 лет,Buki
Английский язык,3000,0.0,0,"Учусь в университете СДУ на специальности Подготовка учителей иностранных языков.
Свободно владею казахским, английским (С1 - IELTS 7.0), русским, поэтому могу объяснять уроки на любом языке
Люблю учить языки, поэтому знаю эффективные способы прокачать свои навыки :)
турецкий - А2, также сейчас учу немецкий, японский и корейский. ",True,False,Алматы,Университет имени Сулеймана Демиреля,менее 1 года,Buki
Английский язык,3000,0.0,0,"Здравствуйте, меня зовут Руслан. Я люблю английский язык и хочу поделиться своими знаниями и опытом с теми, кто хочет улучшить свой уровень.  ",True,False,Алматы,Алматинский технологический университет,более 1 года,Buki
Математика,4000,0.0,0,"Студент, учусь на 3 курсе ",True,False,Алматы,Казахстанско-Британский технический университет,более 3 лет,Buki
Математика,3000,0.0,0,"Приветствую! Меня зовут Санжар, и когда-то я имел трудности с математикой, а теперь я -  преподаватель, увлеченный своим предметом!  Я добился успеха в математике и окончил ведущую программу в Казахстане, что помогло мне поступить в лучший ВУЗ Венгрии в Европе. Давайте вместе раскроем ваш математический потенциал! ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 1 года,Buki
Английский язык,3000,0.0,0,"Мой опыт преподавания начался в 2019 году, очень люблю преподавать и делиться не только знаниями, но и позитивной энергетикой. 
 ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 5 лет,Buki
Математика; Английский язык,5000,0.0,0,"Хэй привет, меня зовут Ерасыл. В данный момент учусь в Назарбаев Уничерситете. Год жил в Америке. 
IELTS 8.0 
С моей помощью 965 студентов успешно прошли собеседование с визовым офицером США. Со мной вы можете говорить о любых темах. Обожаю смотреть сериалы, играю на гитаре, зимой катаюсь на сноуборде/лыжах, а летом на эндуро мотоцикле. ",True,False,Алматы,Назарбаев Университет,более 3 лет,Buki
Английский язык,5000,0.0,0,"Изучение языка требует систематического изучения и применения знаний на практике, поэтому на моих занятиях применяется коммуникативный подход. За счет данной методики вы получите реальную языковую практику, избавитесь от языкового барьера и улучшите социальные навыки.  ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 3 лет,Buki
Английский язык,5000,5.0,1,"Меня зовут Айнура! Я преподаю английский язык уже более 8 лет. Работала в разных организациях от образовательных центров до колледжей, университетов, НИШ. Обучила более 700 учеников. На данный момент имею свою собственную школу английского языка. Если ты ищешь своего репетитора, то записывайся на урок и начинай повышать знания прямо сейчас! ",True,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,более 5 лет,Buki
История Казахстана; География; История мира,4000,0.0,0,"👋Привет! Меня зовут Ахметали
Являюсь преподавателем/репетитором Истории казахстана, Всемирной истории, Географии и совсем скоро ЧОП.
🧑‍💻Преподаю почти 2 года, являюсь студентом КазНПУ (педагогический) 
 ",True,False,Алматы,Казахский национальный педагогический университет имени Абая,более 2 лет,Buki
Математика; Физика,3000,0.0,0,"Білімім:
 • Astana IT University студентімін.
 • ҰБТ нәтижелері:
 • Математика: 40/50
 • Физика: 36/50
 • Математикалық сауаттылық: 9/10 ",True,False,Астана (Нур-Султан),Astana IT university ,менее 1 года,Buki
Английский язык,6000,0.0,0,"Меня зовут Дильназа, я являюсь выпускницей Назарбаев университета и преподаю английский и IELTS более шести лет. Я специализируюсь на подготовке к IELTS, английский по всем уровням, а также подготовки к поступлению в иностранные вузы. Мой собственный результат  IELTS: 8.0. ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 5 лет,Buki
Русский язык,5000,0.0,0,"За годы работы в школе и в вузе, наряду с преподаванием русского языка и литературы имеется опыт работы с учащимися образовательных школ : репетиторство, подготовка к НИШ, к ЕНТ, руководство научными проектами школьников. ",False,False,Астана (Нур-Султан),"Университет ""Туран-Астана""",более 20 лет,Buki
Физика,3500,5.0,1,"Студент 3-го курса физико-технического факультета имени аль-Фараби, специальность техническая физика. Проходил практику в институте ядерной физике, в данный момент являюсь лаборантом в университете.  ",True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 3 лет,Buki
Математика,3000,0.0,0,Студент 3-го курса педагогического университета. Имею опыт преподавания в образовательном центре и онлайн репетиторстве с учениками разного возраста и уровня подготовки. ,True,False,Павлодар,Павлодарский государственный педагогический институт,более 2 лет,Buki
Физика,4000,0.0,0,"
Сәлеметсіз бе! Менің атым Ермахан. Онлайн форматта ҰБТ және олимпиадаларға, AP емтихандарына дайындық бойынша сабақтар өткіземін. Сіздің деңгейіңізге қарай тиімді дайындық жоспары арқылы сабақ өткіземіз.

Здравствуйте! Меня зовут Ермахан. Я — учитель физики. Провожу онлайн-занятия по подготовке к ЕНТ, олимпиадам и экзаменам AP. ",True,False,Шымкент,Международный казахско-турецкий университет имени Х.А.Ясави,более 3 лет,Buki
Английский язык,3000,0.0,0,"Привет! Меня зовут Дамеля, мне 17 лет, я репетитор по английскому, есть международный сертификат подтверждающий уровень владения языка на B2, помогу выстроить базу для начинающих интересно и понятно! ",True,False,Алматы,JOS,менее 1 года,Buki
Физика,3500,5.0,1,"Здравствуйте! Меня зовут Димаш, я — преподаватель с многолетним опытом и страстью к обучению. Уже много лет я успешно помогаю ученикам разных возрастов осваивать математику, физику и английский язык. ",True,False,Абай,KAUST,более 5 лет,Buki
Математика; Физика,8000,0.0,0,"Преподаю по физике, алгебре и геометрии. Разбираю упражнения и задачи, с примерами и разбором типичных ошибок. Помогаю устранить пробелы, подтянуть школьную программу и подготовиться к экзаменам.
Работаю только Онлайн!
Занятие индивидуально 7000 тнг/1ч
Занятие в группе 3500 тнг/1ч ",True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
Английский язык,3000,0.0,0,"Привет! Меня зовут Ясмин, мне 19 лет. Занимаюсь репетиторством по английскому с 2022 года. Преподаю разговорный и академический английский. 
Занимала призовые места (1, 3) на олимпиадах по английскому языку (Город, Область).
Сама училась по двойной программе канадского диплома.
Также имеется опыт в переводе документов с русского на английский. ",True,False,Астана (Нур-Султан),Canadian International School,более 3 лет,Buki
Математика,3500,0.0,0,"Меня зовут Никита, мне 23 года. Являюсь студентом 4 курса Назарбаев Университета. Закончил НИШ в 2021 году в городе Петропавловск. Лично набрал по ЕНТ 127 баллов. ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 1 года,Buki
Шахматы,3000,0.0,0,"Более 10 лет в сфере шахмат. Более двух лет в тренерстве. Имею опыт в тренерстве с любыми возрастами. Победитель и призер многих международных, республиканских турниров. КМС по шахматам. 
Создатель Telegram-бота KZChessBot — для обучения шахматам на родном языке ",True,False,Алматы,Более 10 лет в сфере шахмат. Более 3 лет преподавания. ,более 3 лет,Buki
Английский язык,5000,0.0,0,"Я - преподаватель английского языка с опытом более 5 лет. Работаю со взрослыми и детьми. Провожу занятия по разговорному, академическому и бизнес-английскому. Индивидуальный подход, упор на практику и уверенное общение. ",True,False,Атырау,Казахский национальный университет им.Аль-Фараби,более 5 лет,Buki
Английский язык,3000,0.0,0,Меня зовут Владислав. Имею опыт преподавания английского языка детям средних классов. Уровень английского С1.  ,True,False,Астана (Нур-Султан),Назарбаев Университет,более 1 года,Buki
Математика,3500,0.0,0,"Преподавание математики для меня — это не просто работа, а возможность увлечь учеников миром логики и знаний. Имею опыт работы с разными возрастами и всегда стараюсь адаптировать материал под уровень и интересы каждого. ",True,True,,Казахский государственный женский педагогический университет,более 3 лет,Buki
Английский язык; Немецкий язык,4000,0.0,0,"Я провожу онлайн-уроки английского и немецкого для учеников 10–16 лет. Никакой скучной зубрёжки правил — только живые задания, интерактивные платформы и личная доска Miro со всеми материалами и домашними заданиями. Уроки со мной — это понимание, развитие и уверенное владение языком. ",True,False,Абай,Южноукраинский национальный педагогический университет им. К. Д. Ушинского,более 10 лет,Buki
Русский язык,3500,0.0,0,"Педагог по призванию. Люблю литературу, детей и живое слово. Помогаю ученикам не только знать правила, но и чувствовать язык. ",True,True,Абай,Таразский государственный педагогический институт,более 1 года,Buki
Математика,2500,0.0,0,"Менің басты мақсатым — күрделі тақырыптарды оңай, түсінікті және жүйелі түрде түсіндіру. Әр оқушымен жеке жұмыс жасап, олардың деңгейіне сай тиімді әдістер қолданамын.
ЕНТ-ге және мектеп емтихандарына сапалы дайындықты толықтай қамтамасыз етемін. ",True,False,Алматы,Университет имени Сулеймана Демиреля,менее 1 года,Buki
Физика,3500,0.0,0,"Меня зовут Мольдир Нуртаевна. Я преподаватель физики и английского языка с педагогическим стажем 3 года по физике и 5 лет по английскому. В своей работе я ценю дисциплину, уважение и развитие критического мышления. ",True,True,,Кызылординский государственный университет им. Коркыт Ата,более 3 лет,Buki
Химия,3500,0.0,0,"Я — учитель химии с трёхлетним опытом работы в лицее и образовательном центре по подготовке к ЕНТ. Провожу уроки на трёх языках: казахском, русском и английском. ",True,True,,Казахский государственный женский педагогический университет,более 3 лет,Buki
Английский язык,8000,0.0,0,"Привет, меня зовут Алена.Я преподаватель английского языка с опытом более 10 лет. Работаю с учениками всех возрастов — от школьников до взрослых. Базируюсь в Вене, онлайн-занятия для учеников из Казахстана и Европы.
🌐 Уровни A1–C1
💼 Business English (авторский курс)
🎓 Обучению за границей
🎤 Интервью
📚 British programs (Oxford, Cambridge) ",True,False,Астана (Нур-Султан),"FH des BFI Wien, Austria",более 10 лет,Buki
Химия; Биология,3000,0.0,0,"Учитель биологии и химии. Опыт работы — 3 года. Провожу занятия для школьников, готовлю к экзаменам. Объясняю понятно и доступно. Есть онлайн-уроки ",True,False,Алматы,Южно-Казахстанский педагогический университет,более 3 лет,Buki
Английский язык,5000,0.0,0,"Санжар Жагипаров
Возраст: 22 года
Образование: НИШ г.Актобе -> Мюнхенский университет прикладных наук(бакалавриат) -> AITU(магистратура)
Уровень владения английским: С1 (IELTS 7.5) ",True,False,Астана (Нур-Султан),Astana IT University,менее 1 года,Buki
Английский язык,3000,0.0,0,"Репетитор по английскому и китайскому языку, преподаю детям и взрослым. ",True,False,Астана (Нур-Султан),Карагандинский государственный университет им. Е.А. Букетова,более 3 лет,Buki
Математика; Физика,3000,5.0,2,Репетитор по математике и физике. Результативно. ,True,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,более 10 лет,Buki
Английский язык,2500,0.0,0, ,True,False,Шымкент,Карагандинский государственный университет имени академика Е.А. Букетова,более 10 лет,Buki
Английский язык,3000,0.0,0,"Репетитор  английский/корейский язык. 
Преподаю школьникам, студентам, а так же взрослым. ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,менее 1 года,Buki
Математика,4000,5.0,2,Репетитор по математике с казахским языком обучения. ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 1 года,Buki
Химия,3500,0.0,0,"Преподаю  химию. Объясняю науку междисциплинарно, провожу уроки интересно. Подтягиваю знание, устраняю пробелы, готовлю к экзаменам. ",True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 5 лет,Buki
Французский язык,5000,5.0,1,"Преподаватель-исследователь французского языка, высшая категория.Имею 6 языковых стажировок во Франции.В 2023 году получила номинацию золотой онлайн репетитор французского языка. ",True,False,Петропавловск,Костанайский государственный педагогический институт,более 20 лет,Buki
Английский язык; Китайский язык,5000,5.0,1,Репетитор по китайскому языку. Подготовка к HSK ,True,False,Алматы,ВУЗ        ,более 3 лет,Buki
Химия,3500,5.0,2,Работаю репетитором уже более 5 лет. ,True,False,Тараз,КНУ имени Ж. Баласагына,более 5 лет,Buki
Математика; Физика; Английский язык; Начальная школа; Казахский язык,3000,0.0,0, ,True,False,Астана (Нур-Султан),Уральский Федеральный Университет им. первого президента РФ Б.Ельцина,более 1 года,Buki
Китайский язык,5000,0.0,0,"Меня зовут Диана, я- бакалавр гуманитарных наук Карагандинского Университета им. академика Е.А. Букетова, факультет иностранных языков, специальность- Иностранная филология (китайский язык) ",True,False,Уральск,Карагандинский государственный университет имени академика Е.А. Букетова,менее 1 года,Buki
Физика,3000,5.0,1,Репетиторский опыт с 2018 года ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
Математика; Химия; Английский язык,5000,0.0,0,"Закончила НИШ ФМН города Уральск 
Учусь в НУ на специальность Mechanical and Aerospace Engineering.  ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 2 лет,Buki
Немецкий язык,5000,0.0,0,"Добрый День!
Вы влюбленны в немецкий язык и немецкую культуру?Может быть вы хотите переехать и учиться в Германии?Я буду рада вам помочь в достижении ваших целей. На первом уроке мы обсудим ваши цели и построим наши дальнейшие занятия так,чтобы вы как можно быстро их достигли. ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 10 лет,Buki
Немецкий язык; Подготовка к школе; Начальная школа,7000,0.0,0,"- Стаж преподавания - 29 лет 
 ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 20 лет,Buki
Английский язык,5000,0.0,0,Большой опыт в подготовке переводчиков и учителей английского языка в колледжах и университетах. Педагогический стаж 15 лет. ,True,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,более 10 лет,Buki
Китайский язык,4500,5.0,3,"Я носитель языка. Помогу говорить без акцента как носитель. Со мной вы выучите реальный китайский, а не по учебнику. Провожу на 3-х языках (кит, рус, каз). Разработала авторская методика, научу язык без грамматики и без усилий. Так же есть групповые занятия (не более 5 и учеников). Цена доступная. Гарантирую результат. Методика проверена на 100%. ",True,False,Астана (Нур-Султан),Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
